node,timestamp,split,query,summary
22,1662380265.0,"['attack', 'die']","[[""indic"", 0.5812665127543412], [""publish"", 0.5810248471973081], [""graft"", 0.5696835683866546]]","Labour giving an indication of how it plans to attack Liz Truss - using the leaked ""bit more graft"" recording we published by this summer.."
22,1662380442.0,"['troop', 'pay', 'cut', 'servic', 'order']","[[""congratul"", 0.7547383809997141], [""protest"", 0.379939827828505], [""platform"", 0.37914740583143824], [""organis"", 0.37717760819919727]]","While everyone is busy with congratulations, let’s remind ourselves of Liz Truss’ platform: - Tax cuts for the rich. - War with trade unions. - No real action on energy bills. We say no. On October 1st, we’re organising protests across Britain – join us. Enough Is Enough."
22,1662380516.0,"['sign', 'fund', 'govern', 'send', 'bill', 'pass']","[[""congratul"", 1.0]]",PM congratulates incoming UK PM Liz Truss via Government NZ. Klaus Shaweb sends his congratulations. Nicola Sturgeon congratulates Liz Truss and calls on new Tory PM to freeze energy bills..
22,1662380564.0,"['children', 'justic', 'famili', 'separ', 'border', 'pardon']","[[""steer"", 0.7528502999770922], [""throughout"", 0.658191784987022]]","Thank you to everyone who voted for me in this campaign.. I’ve said throughout that the Conservatives are one family.. It’s right we now unite behind the new PM, Liz Truss, as she steers the country through difficult times."
22,1662380593.0,"['appeal', 'lawyer', 'judg', 'dismiss', 'campaign', 'suit', 'alleg', 'file']","[[""steer"", 0.7564385168931157], [""throughout"", 0.6540648057803932]]","Thank you to everyone who voted for me in this campaign.. I’ve said throughout that the Conservatives are one family.. It’s right we now unite behind the new PM, Liz Truss, as she steers the country through difficult times."
23,1662380834.0,"['counsel', 'attorney', 'said', 'investig', 'gener']","[[""steer"", 0.8461199611331227], [""throughout"", 0.5329925059248795]]","Thank you to everyone who voted for me in this campaign.. I’ve said throughout that the Conservatives are one family.. It’s right we now unite behind the new PM, Liz Truss, as she steers the country through difficult times."
23,1662381038.0,"['dose', 'refus', 'million']","[[""liter"", 0.7466209699124845], [""2013"", 0.5903349663629615], [""spell"", 0.30669488873501327]]",Millions of children in Britain are literally living on the poverty line and Liz Truss thinks now is the time to cut tax for the wealthiest. Liz Truss refuses to spell 'literate' (2013).
24,1662382062.0,"['polici', 'cooper', 'administr', 'address', 'climat', 'plan', 'immigr', 'execut', 'day']","[[""watford"", 1.0]]",Liz Truss will be the new Prime Minister and 4th in 6 years. They appear to be following the Watford Football Club policy.
24,1662382320.0,"['troop', 'pay', 'cut', 'servic', 'order']","[[""price"", 0.852576953773817], [""join"", 0.2868204596576497], [""hike"", 0.19473585611489852], [""other"", 0.18862944536847434], [""sign"", 0.17761245192294697], [""strike"", 0.17312705440463746], [""pledg"", 0.17137567930541728], [""scrap"", 0.162648876406853]]","82% of Brits back Labour's plan to freeze the price cap, while only 58% back Liz Truss’s plans to cut tax, according to a @Survation poll out today. The survey was commissioned by the Mail on Sunday.."
24,1662382515.0,"['sign', 'fund', 'govern', 'send', 'bill', 'pass']","[[""scrap"", 0.5567202230343771], [""strike"", 0.3434057315602037], [""hike"", 0.34045713611179895], [""other"", 0.33345070508683367], [""sign"", 0.3165753654588608], [""pledg"", 0.2917841080190438], [""price"", 0.2858886011370889], [""join"", 0.27918531941310704]]","Liz Truss has made pledge after pledge during the last 8 weeks.. None resolving how people will pay their bills this winter + not freeze. Attacking minority groups, workers + talk of banning fracking have all come before support in these desperate times."
24,1662382536.0,"['counsel', 'attorney', 'said', 'investig', 'gener']","[[""cryptocurr"", 0.8989108048384218], [""bitcoin"", 0.43813167534970665]]","💥BREAKING: UK has a new Prime Minister, who is supportive of #Bitcoin and crypto. 'We should welcome #cryptocurrencies ', said Liz Truss in 2018."
24,1662382645.0,"['charg', 'pro-trump', 'assault', 'arrest', 'riot', 'mob', 'rioter', 'support', 'polic', 'capitol', 'protest']","[[""cryptocurr"", 0.7343649315488047], [""bitcoin"", 0.6787548506724056]]","UK has a new Prime Minister, who is supportive of #Bitcoin and crypto. 'We should welcome cryptocurrencies', said Liz Truss in 2018. Time for policy action...🤔. Liz Truss has been elected to be the new UK Prime Minister, who is supportive of #Bitcoin and #cryptocurrency."
25,1662383732.0,"['attempt', 'democraci', 'power', 'tri', 'coup', 'cheat']","[[""attempt"", 0.7871620852189904], [""right"", 0.33270573718270524], [""worker"", 0.32035589074026555], [""assault"", 0.3153205663121575], [""crush"", 0.26005343252492336]]",Tax cuts for the rich. No attempt at wealth redistribution. Renewed fracking. More oil and gas drilling. No action on #climate. And we thought @BorisJohnson was sh*t..
26,1662388153.0,"['money', 'tax']","[[""enough"", 0.5038407521850763], [""fought"", 0.493552102786826], [""even"", 0.4215315428226194], [""kingdom"", 0.41851800215917506], [""bin"", 0.3869168625771612]]",Liz Truss wants to slash taxes for the super-rich while binning workers' rights. She even says she's against the very idea of wealth redistribution. Let's be in no doubt: 12 years of Tory class war is set to get even worse. It's time the rest of us fought back. Enough Is Enough.
27,1662389115.0,"['polici', 'cooper', 'administr', 'address', 'climat', 'plan', 'immigr', 'execut', 'day']","[[""kingdom"", 1.0]]","New United Kingdom Prime Minister announces economic plan UK PM Liz Truss makes government gives you a million for each millionaire you know. United Kingdom’s new Prime Minister Liz Truss says she ""will deliver a bold plan to cut taxes and grow the economy.""."
27,1662389264.0,"['troop', 'pay', 'cut', 'servic', 'order']","[[""bold"", 0.7071921697810425], [""kingdom"", 0.7070213822794761]]","⬜️🟩🟪. 🔥🔥🔥 🇬🇧 United Kingdom’s new Prime Minister Liz Truss says she ""will deliver a bold plan to cut taxes and grow the economy."" ⬜️🟩🟪. Liz Truss promised a “bold plan” to cut taxes, deal with the energy crisis and deliver a Tory victory in 2024 in her victory speech.."
27,1662389402.0,"['money', 'tax']","[[""bold"", 1.0]]","Lizz Truss: ""I will deliver a bold plan to cut taxes and grow the economy."" Liz Truss promised a “bold plan” to cut taxes, deal with the energy crisis and deliver a Tory victory in 2024 in her victory speech.."
28,1662396402.0,"['son', 'staff', 'posit', 'appoint']","[[""patel"", 0.82706622844919], [""sec"", 0.36983849881717085], [""home"", 0.3042336153195974], [""priti"", 0.2943175935296107]]",Priti Patel: Will No Longer Serve As Interior Minister Once Truss Appointed PM. At last some positive news: Patel is resigning!. BREAK: Told Priti Patel has written a letter to the PM announcing that she’ll step down as Home Sec tomorrow once Truss appoints a new Home Sec.
28,1662396964.0,"['member', 'remov', 'leav', 'resign']","[[""priti"", 0.7182971691621947], [""patel"", 0.6957364276603445]]",Translation: Priti Patel says she’ll leave the job she’s being sacked from.. Tory leadership: Priti Patel resigns as home secretary after Liz Truss wins battle to become next prime minister – live.
28,1662396985.0,"['retir', 'receiv', 'confirm', 'nomin', 'secretari', 'first']","[[""priti"", 0.6395163620054822], [""patel"", 0.5999625230264457], [""home"", 0.4806909544510011]]","Priti Patels letter is classic jumped before being pushed, but the cheek to then warn Liz Truss to see through the policies she put in place as Home Secretary … just a thought but maybe Priti Patel should have seen though her own policies when she was Home Secretary.."
29,1662402638.0,"['health', 'team', 'educ', 'pick', 'president-elect', 'introduc']","[[""health"", 1.0]]",Therese Coffey as health?!?!?!. New health secretary. would you take heath advice from it? Liz truss is trolling. Another morbid sized Health Minister 🤣🤣🤣. This woman has been tipped to be Britain's new Health Minister under Liz Truss..
29,1662402672.0,"['chines', 'militari', 'rais', 'defens', 'compani', 'veto', 'ban', 'threaten']","[[""hunt"", 0.783619792551351], [""fox"", 0.6212407107730283]]","The new PM Liz Truss is in favour of legalising fox hunting. She recently said the issue is ""settled"". The reality is fox hunting is still rife. Wildlife is being ripped to pieces, and the current ban isn't working.. RT if you agree the Hunting Act needs strengthening. 🦊."
